"","Team","Year","R.G","BA","OBP","SLG","OPS","OPS_plus","Playoffs","ERA","H9","HR9","BB9","SO9","SO.W","num_batters","Games_Played","PA","AB","H_own","B2","B3","HR_own","RBI","SB","CS","BB_own","SO_own","TB","GDP","HBP_own","SH","SF","IBB_own","LOB_own","num_pitchers","RA.G","CG","tSho","cSho","Saves","IP","R_allowed","ER","IBB_allowed","HBP_allowed","BK","WP","BF","ERA_plus","FIP","WHIP","LOB_allowed"
"1014","OAK",2011,3.98,0.244,0.311,0.369,0.68,88,FALSE,3.71,8.6,0.8,3.2,7.2,2.24,0.296296296296296,1,37.679012345679,33.6543209876543,8.20987654320988,1.72839506172839,0.179012345679012,0.703703703703704,3.77777777777778,0.722222222222222,0.265432098765432,3.14197530864198,6.75308641975309,12.4074074074074,0.734567901234568,0.308641975308642,0.209876543209877,0.351851851851852,0.123456790123457,6.82716049382716,0.160493827160494,0.0258641975308642,0.037037037037037,0.0740740740740741,0.00617283950617284,0.240740740740741,8.93333333333333,4.19135802469136,3.68518518518519,0.148148148148148,0.253086419753086,0.0185185185185185,0.327160493827161,38.0185185185185,0.672839506172839,0.0234567901234568,0.00809876543209877,7.01851851851852
"1015","PHI",2011,4.4,0.253,0.323,0.395,0.717,96,TRUE,3.02,8,0.7,2.5,7.9,3.22,0.259259259259259,1,38.7592592592593,34.4382716049383,8.69753086419753,1.59259259259259,0.234567901234568,0.944444444444444,4.27777777777778,0.592592592592593,0.148148148148148,3.32716049382716,6.32098765432099,13.5925925925926,0.666666666666667,0.345679012345679,0.401234567901235,0.234567901234568,0.320987654320988,7.38888888888889,0.141975308641975,0.0201851851851852,0.111111111111111,0.12962962962963,0.0432098765432099,0.290123456790123,9.11728395061728,3.26543209876543,3.05555555555556,0.253086419753086,0.290123456790123,0.037037037037037,0.141975308641975,37.462962962963,0.783950617283951,0.02,0.0072037037037037,6.84567901234568
"1016","PIT",2011,3.77,0.244,0.309,0.368,0.676,90,FALSE,4.04,9.4,0.9,3.3,6.4,1.93,0.320987654320988,1,37.4320987654321,33.462962962963,8.17901234567901,1.70987654320988,0.216049382716049,0.660493827160494,3.58024691358025,0.666666666666667,0.320987654320988,3.01851851851852,8.07407407407407,12.3024691358025,0.759259259259259,0.209876543209877,0.462962962962963,0.271604938271605,0.191358024691358,6.66049382716049,0.154320987654321,0.0271604938271605,0.0308641975308642,0.0679012345679012,0.0185185185185185,0.265432098765432,8.94506172839506,4.39506172839506,4.01234567901235,0.401234567901235,0.382716049382716,0.037037037037037,0.37037037037037,38.9938271604938,0.567901234567901,0.0259259259259259,0.00872222222222222,7.75925925925926
"1017","SDP",2011,3.66,0.237,0.305,0.349,0.653,85,FALSE,3.42,8.2,0.8,3.2,7.1,2.19,0.296296296296296,1,37.4938271604938,33.4382716049383,7.92592592592593,1.52469135802469,0.259259259259259,0.561728395061728,3.47530864197531,1.04938271604938,0.271604938271605,3.09259259259259,8.14814814814815,11.6543209876543,0.648148148148148,0.296296296296296,0.339506172839506,0.290123456790123,0.259259259259259,6.80864197530864,0.135802469135802,0.0232716049382716,0,0.0617283950617284,0,0.271604938271605,8.94506172839506,3.7716049382716,3.40123456790123,0.345679012345679,0.228395061728395,0.037037037037037,0.277777777777778,37.4382716049383,0.641975308641975,0.0230246913580247,0.00785802469135802,6.82716049382716
"1018","SEA",2011,3.43,0.233,0.292,0.348,0.64,84,FALSE,3.9,8.6,0.9,2.7,6.8,2.5,0.290123456790123,1,36.8641975308642,33.462962962963,7.7962962962963,1.56172839506173,0.135802469135802,0.672839506172839,3.2962962962963,0.771604938271605,0.246913580246914,2.68518518518519,7.90123456790123,11.6481481481481,0.506172839506173,0.228395061728395,0.234567901234568,0.253086419753086,0.203703703703704,6.68518518518519,0.12962962962963,0.0257407407407407,0.0740740740740741,0.0617283950617284,0.0185185185185185,0.240740740740741,8.84567901234568,4.16666666666667,3.83333333333333,0.166666666666667,0.314814814814815,0.037037037037037,0.419753086419753,37.1234567901235,0.598765432098765,0.0237037037037037,0.00777777777777778,6.41975308641975
"1019","SFG",2011,3.52,0.242,0.303,0.368,0.671,91,FALSE,3.2,7.7,0.6,3.4,8.1,2.35,0.271604938271605,1,37.5987654320988,33.8641975308642,8.19135802469136,1.74074074074074,0.148148148148148,0.746913580246914,3.2962962962963,0.524691358024691,0.314814814814815,2.76543209876543,6.92592592592593,12.4691358024691,0.722222222222222,0.320987654320988,0.382716049382716,0.265432098765432,0.290123456790123,6.95679012345679,0.104938271604938,0.022037037037037,0.0185185185185185,0.0740740740740741,0.0123456790123457,0.320987654320988,9.06172839506173,3.5679012345679,3.22222222222222,0.283950617283951,0.308641975308642,0.0246913580246914,0.259259259259259,37.8395061728395,0.672839506172839,0.0205555555555556,0.00764814814814815,7.08641975308642
"1020","STL",2011,4.7,0.273,0.341,0.425,0.766,112,TRUE,3.74,9,0.8,2.8,6.8,2.45,0.283950617283951,1,38.5308641975309,34.1481481481481,9.33950617283951,1.90123456790123,0.135802469135802,1,4.48148148148148,0.351851851851852,0.240740740740741,3.34567901234568,6.03703703703704,14.5123456790123,1.04320987654321,0.271604938271605,0.518518518518518,0.246913580246914,0.395061728395062,6.95679012345679,0.148148148148148,0.026358024691358,0.0432098765432099,0.0555555555555556,0.0308641975308642,0.290123456790123,9.02469135802469,4.27160493827161,3.75308641975309,0.271604938271605,0.283950617283951,0.0185185185185185,0.296296296296296,38.3395061728395,0.611111111111111,0.0231481481481481,0.00806172839506173,6.99382716049383
"1021","TBR",2011,4.36,0.244,0.322,0.402,0.724,104,TRUE,3.58,7.8,1,3.1,7.1,2.27,0.259259259259259,1,37.9753086419753,33.5555555555556,8.17283950617284,1.68518518518519,0.228395061728395,1.06172839506173,4.16049382716049,0.95679012345679,0.382716049382716,3.52469135802469,7.3641975308642,13.5,0.623456790123457,0.450617283950617,0.228395061728395,0.216049382716049,0.191358024691358,6.90123456790123,0.12962962962963,0.0233950617283951,0.0925925925925926,0.0802469135802469,0.0308641975308642,0.197530864197531,8.94444444444444,3.79012345679012,3.56172839506173,0.234567901234568,0.283950617283951,0.0185185185185185,0.277777777777778,37.0987654320988,0.648148148148148,0.0248765432098765,0.00752469135802469,6.47530864197531
"1022","TEX",2011,5.28,0.283,0.34,0.46,0.8,110,TRUE,3.79,8.3,1.1,2.9,7.4,2.56,0.277777777777778,1,38.6481481481481,34.9320987654321,9.87037037037037,1.91358024691358,0.197530864197531,1.2962962962963,4.98148148148148,0.882716049382716,0.277777777777778,2.9320987654321,5.74074074074074,16.0679012345679,0.833333333333333,0.240740740740741,0.240740740740741,0.302469135802469,0.216049382716049,6.95061728395062,0.154320987654321,0.0258024691358025,0.0617283950617284,0.117283950617284,0.0432098765432099,0.234567901234568,8.89567901234568,4.17901234567901,3.74691358024691,0.12962962962963,0.283950617283951,0.037037037037037,0.265432098765432,37.1666666666667,0.722222222222222,0.0245679012345679,0.00766049382716049,6.2962962962963
"1023","TOR",2011,4.59,0.249,0.317,0.413,0.73,96,FALSE,4.32,8.8,1.1,3.3,7.2,2.16,0.327160493827161,1,38.3333333333333,34.3148148148148,8.54320987654321,1.75925925925926,0.209876543209877,1.14814814814815,4.34567901234568,0.808641975308642,0.320987654320988,3.24074074074074,7.30864197530864,14.1666666666667,0.666666666666667,0.296296296296296,0.191358024691358,0.290123456790123,0.253086419753086,6.72839506172839,0.185185185185185,0.0290123456790123,0.0432098765432099,0.0617283950617284,0.0185185185185185,0.203703703703704,9.00123456790124,4.69753086419753,4.32098765432099,0.172839506172839,0.475308641975309,0.0185185185185185,0.450617283950617,38.8024691358025,0.611111111111111,0.0264814814814815,0.00835185185185185,7.09259259259259
"1024","WSN",2011,3.88,0.242,0.309,0.383,0.691,89,FALSE,3.58,8.7,0.8,3,6.5,2.2,0.273291925465839,1,37.8260869565217,33.7950310559006,8.19254658385093,1.59627329192547,0.136645962732919,0.956521739130435,3.68944099378882,0.658385093167702,0.236024844720497,2.91925465838509,8.21739130434783,12.9316770186335,0.639751552795031,0.403726708074534,0.509316770186335,0.198757763975155,0.248447204968944,6.91925465838509,0.149068322981366,0.0247826086956522,0.0186335403726708,0.062111801242236,0.0124223602484472,0.304347826086957,9.00062111801242,3.99378881987578,3.58385093167702,0.267080745341615,0.322981366459627,0.0372670807453416,0.304347826086957,38.1428571428571,0.664596273291925,0.0237888198757764,0.00805590062111801,7.14285714285714
"1025","ARI",2012,4.53,0.259,0.328,0.418,0.746,99,FALSE,3.93,9,1,2.6,7.5,2.88,0.296296296296296,1,37.962962962963,33.7160493827161,8.74074074074074,1.89506172839506,0.203703703703704,1.01851851851852,4.38271604938272,0.574074074074074,0.314814814814815,3.32716049382716,7.81481481481481,14.0987654320988,0.666666666666667,0.253086419753086,0.376543209876543,0.277777777777778,0.290123456790123,6.92592592592593,0.141975308641975,0.0262345679012346,0.0246913580246914,0.0555555555555556,0.0123456790123457,0.240740740740741,8.84691358024691,4.24691358024691,3.8641975308642,0.111111111111111,0.314814814814815,0.0617283950617284,0.320987654320988,37.4259259259259,0.641975308641975,0.0235185185185185,0.00796296296296296,6.62962962962963
"1026","ATL",2012,4.32,0.247,0.32,0.389,0.709,90,TRUE,3.42,8.2,0.9,2.9,7.7,2.66,0.253086419753086,1,37.8148148148148,33.4876543209877,8.27777777777778,1.62345679012346,0.185185185185185,0.919753086419753,4.07407407407407,0.623456790123457,0.197530864197531,3.5,7.95679012345679,13.0308641975309,0.666666666666667,0.209876543209877,0.327160493827161,0.283950617283951,0.228395061728395,6.95679012345679,0.12962962962963,0.0228395061728395,0.0308641975308642,0.0987654320987654,0.0246913580246914,0.290123456790123,8.92037037037037,3.7037037037037,3.38888888888889,0.246913580246914,0.253086419753086,0.0185185185185185,0.333333333333333,36.9814814814815,0.722222222222222,0.0230864197530864,0.00757407407407407,6.51234567901235
"1027","BAL",2012,4.4,0.247,0.311,0.417,0.728,97,TRUE,3.9,8.7,1.1,2.9,7.1,2.45,0.320987654320988,1,38.0246913580247,34.320987654321,8.48765432098766,1.66666666666667,0.0987654320987654,1.32098765432099,4.17901234567901,0.358024691358025,0.179012345679012,2.96296296296296,8.11728395061728,14.3148148148148,0.938271604938272,0.308641975308642,0.234567901234568,0.185185185185185,0.148148148148148,6.33950617283951,0.160493827160494,0.0268518518518518,0.00617283950617284,0.0617283950617284,0.00617283950617284,0.339506172839506,9.15432098765432,4.35185185185185,3.96296296296296,0.222222222222222,0.327160493827161,0.037037037037037,0.209876543209877,38.7530864197531,0.672839506172839,0.0259259259259259,0.00796913580246913,6.93827160493827
"1028","BOS",2012,4.53,0.26,0.315,0.415,0.73,96,FALSE,4.7,9,1.2,3.3,7.3,2.22,0.345679012345679,1,38.0617283950617,34.5925925925926,9.00617283950617,2.09259259259259,0.0987654320987654,1.01851851851852,4.29012345679012,0.598765432098765,0.191358024691358,2.64197530864198,7.38888888888889,14.3518518518519,0.648148148148148,0.277777777777778,0.209876543209877,0.339506172839506,0.166666666666667,6.64197530864198,0.160493827160494,0.0307407407407407,0.037037037037037,0.0246913580246914,0.0123456790123457,0.216049382716049,8.90740740740741,4.97530864197531,4.65432098765432,0.203703703703704,0.407407407407407,0.0679012345679012,0.259259259259259,38.3271604938272,0.555555555555556,0.0272222222222222,0.00846296296296296,6.62962962962963
"1029","CHC",2012,3.78,0.24,0.302,0.378,0.68,83,FALSE,4.51,8.9,1.1,3.6,7.2,1.97,0.327160493827161,1,36.8333333333333,33.4012345679012,8.00617283950617,1.6358024691358,0.222222222222222,0.845679012345679,3.51851851851852,0.580246913580247,0.277777777777778,2.75925925925926,7.62345679012346,12.6234567901235,0.771604938271605,0.265432098765432,0.259259259259259,0.148148148148148,0.179012345679012,6.44444444444444,0.185185185185185,0.0289506172839506,0.00617283950617284,0.0555555555555556,0,0.172839506172839,8.72345679012346,4.68518518518519,4.37037037037037,0.222222222222222,0.401234567901235,0.0308641975308642,0.271604938271605,37.9012345679012,0.561728395061728,0.0275308641975309,0.00861111111111111,7.03703703703704
"1030","CHW",2012,4.62,0.255,0.318,0.422,0.74,98,FALSE,4.02,8.5,1.2,3.1,7.8,2.48,0.277777777777778,1,37.7222222222222,34.0617283950617,8.69753086419753,1.40740740740741,0.179012345679012,1.30246913580247,4.48148148148148,0.672839506172839,0.265432098765432,2.84567901234568,7.42592592592593,14.3703703703704,0.691358024691358,0.401234567901235,0.191358024691358,0.222222222222222,0.148148148148148,6.40740740740741,0.154320987654321,0.0257407407407407,0.037037037037037,0.0679012345679012,0.0123456790123457,0.228395061728395,8.92098765432099,4.17283950617284,3.98765432098765,0.179012345679012,0.419753086419753,0.0555555555555556,0.407407407407407,37.641975308642,0.654320987654321,0.0261111111111111,0.00797530864197531,6.69753086419753
"1031","CIN",2012,4.13,0.251,0.315,0.411,0.726,93,TRUE,3.34,8.4,0.9,2.6,7.7,2.92,0.234567901234568,1,37.7469135802469,33.8086419753086,8.5,1.82716049382716,0.185185185185185,1.06172839506173,3.92592592592593,0.537037037037037,0.166666666666667,2.96913580246914,7.81481481481481,13.8827160493827,0.617283950617284,0.290123456790123,0.450617283950617,0.228395061728395,0.333333333333333,7.00617283950617,0.104938271604938,0.0224074074074074,0.0555555555555556,0.0740740740740741,0.0123456790123457,0.345679012345679,8.96913580246914,3.62962962962963,3.33333333333333,0.203703703703704,0.314814814814815,0.0432098765432099,0.209876543209877,37.3827160493827,0.759259259259259,0.022962962962963,0.00757407407407407,6.84567901234568
"1032","CLE",2012,4.12,0.251,0.324,0.381,0.705,99,FALSE,4.78,9.4,1.1,3.4,6.8,2,0.296296296296296,1,38.2407407407407,34.1049382716049,8.54938271604938,1.64197530864198,0.148148148148148,0.839506172839506,3.91975308641975,0.679012345679012,0.271604938271605,3.42592592592593,6.70987654320988,13.0061728395062,0.87037037037037,0.364197530864198,0.104938271604938,0.240740740740741,0.172839506172839,7.17283950617284,0.148148148148148,0.0322222222222222,0.0123456790123457,0.037037037037037,0.00617283950617284,0.265432098765432,8.90123456790123,5.21604938271605,4.72839506172839,0.166666666666667,0.339506172839506,0.037037037037037,0.41358024691358,38.7839506172839,0.506172839506173,0.0271604938271605,0.00875925925925926,6.8641975308642
"1033","COL",2012,4.68,0.274,0.33,0.436,0.766,93,FALSE,5.22,10.4,1.3,3.6,7.2,2.02,0.302469135802469,1,38.1666666666667,34.4259259259259,9.41975308641975,1.88888888888889,0.320987654320988,1.02469135802469,4.41975308641975,0.617283950617284,0.246913580246914,2.77777777777778,7.48765432098765,15.0246913580247,0.814814814814815,0.222222222222222,0.45679012345679,0.240740740740741,0.209876543209877,6.85802469135802,0.166666666666667,0.0338888888888889,0,0.0432098765432099,0,0.222222222222222,8.77777777777778,5.49382716049383,5.08641975308642,0.376543209876543,0.290123456790123,0.037037037037037,0.580246913580247,39.4074074074074,0.549382716049383,0.0283333333333333,0.00956172839506173,7.58024691358025
"1034","DET",2012,4.48,0.268,0.335,0.422,0.757,103,TRUE,3.75,8.9,0.9,2.8,8.3,3.01,0.290123456790123,1,37.7716049382716,33.8024691358025,9.05555555555556,1.72222222222222,0.240740740740741,1.00617283950617,4.30864197530864,0.364197530864198,0.141975308641975,3.15432098765432,6.80864197530864,14.2777777777778,0.962962962962963,0.351851851851852,0.222222222222222,0.240740740740741,0.283950617283951,6.91975308641975,0.141975308641975,0.0255555555555556,0.0555555555555556,0.0493827160493827,0.0185185185185185,0.246913580246914,8.8283950617284,4.1358024691358,3.67901234567901,0.216049382716049,0.259259259259259,0.037037037037037,0.283950617283951,37.3148148148148,0.697530864197531,0.0224074074074074,0.00796913580246913,6.68518518518519
"1035","HOU",2012,3.6,0.236,0.302,0.371,0.673,82,FALSE,4.56,9.4,1.1,3.4,7.4,2.17,0.308641975308642,1,37.1234567901235,33.3765432098765,7.87654320987654,1.46913580246914,0.172839506172839,0.901234567901235,3.3641975308642,0.648148148148148,0.283950617283951,2.85802469135802,8.42592592592593,12.3950617283951,0.703703703703704,0.358024691358025,0.333333333333333,0.185185185185185,0.117283950617284,6.72839506172839,0.160493827160494,0.0302469135802469,0.0185185185185185,0.0679012345679012,0.0123456790123457,0.191358024691358,8.78456790123457,4.90123456790123,4.45061728395062,0.246913580246914,0.296296296296296,0.037037037037037,0.462962962962963,38.5061728395062,0.549382716049383,0.026358024691358,0.00881481481481482,7.24691358024691
"1036","KCR",2012,4.17,0.265,0.317,0.4,0.716,94,FALSE,4.3,9.3,1,3.4,7.3,2.17,0.283950617283951,1,37.9567901234568,34.7901234567901,9.20987654320988,1.82098765432099,0.228395061728395,0.808641975308642,3.96913580246914,0.814814814814815,0.234567901234568,2.49382716049383,6.37037037037037,13.9135802469136,0.802469135802469,0.259259259259259,0.160493827160494,0.253086419753086,0.216049382716049,6.70987654320988,0.154320987654321,0.0283950617283951,0.0123456790123457,0.0740740740740741,0.00617283950617284,0.271604938271605,8.95740740740741,4.60493827160494,4.27777777777778,0.271604938271605,0.37037037037037,0.0493827160493827,0.302469135802469,38.5864197530864,0.604938271604938,0.0258024691358025,0.0087037037037037,7.10493827160494
"1037","LAA",2012,4.73,0.274,0.332,0.433,0.764,114,FALSE,4.02,8.4,1.2,3,7.3,2.4,0.271604938271605,1,37.7839506172839,34.1728395061728,9.37037037037037,1.68518518518519,0.135802469135802,1.15432098765432,4.51851851851852,0.827160493827161,0.203703703703704,2.7716049382716,6.87037037037037,14.7901234567901,0.851851851851852,0.290123456790123,0.290123456790123,0.253086419753086,0.179012345679012,6.66049382716049,0.141975308641975,0.0266049382716049,0.037037037037037,0.0987654320987654,0.0308641975308642,0.234567901234568,8.8462962962963,4.31481481481481,3.95061728395062,0.123456790123457,0.246913580246914,0.0123456790123457,0.234567901234568,37.2469135802469,0.58641975308642,0.0262962962962963,0.00784567901234568,6.38888888888889
